"Category","Notice_type","Notice_desc","Company_name","Company_number","Date","notice_id"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WHIZZY APPS LTD (07708963)","WHIZZY APPS LTD","07708963",2020-03-12,"3523294"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EDIAN TECHNICAL SERVICES LIMITED (08456663)","EDIAN TECHNICAL SERVICES LIMITED","08456663",2020-03-12,"3523315"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JWE CONSULTING LIMITED (07899930)","JWE CONSULTING LIMITED","07899930",2020-03-12,"3523347"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KJG CONSULTANCY LIMITED (10992072)","KJG CONSULTANCY LIMITED","10992072",2020-03-12,"3523351"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EDDO LIMITED
                                     (06898399)
                                 ","EDDO LIMITED
                                             ","06898399",2020-03-12,"3523358"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NOVACURA LIMITED (08172276)","NOVACURA LIMITED","08172276",2020-03-12,"3523359"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JBR ASSOCIATES LIMITED (08712267)","JBR ASSOCIATES LIMITED","08712267",2020-03-12,"3523360"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HOLBORN ACTUARIAL LIMITED
                                     (09165971)
                                 ","HOLBORN ACTUARIAL LIMITED
                                             ","09165971",2020-03-12,"3523361"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PARKFIELDS WOLVERHAMPTON MEDICAL SERVICES LIMITED
                                     (06649641)
                                 ","PARKFIELDS WOLVERHAMPTON MEDICAL SERVICES LIMITED
                                             ","06649641",2020-03-12,"3523362"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    PILLA CONSULTANCY LIMITED (09515269)
                                 ","
                                             PILLA CONSULTANCY LIMITED","09515269",2020-03-12,"3523364"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COTTESWOOD FURNITURE LIMITED (01751863)","COTTESWOOD FURNITURE LIMITED","01751863",2020-03-12,"3523367"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TREADSTONE EMEA LIMITED (07974703)","TREADSTONE EMEA LIMITED","07974703",2020-03-12,"3523372"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AJL MEDICAL LIMITED (07849653)","AJL MEDICAL LIMITED","07849653",2020-03-12,"3523374"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for IDP ASSOCIATES LIMITED (09954151)","IDP ASSOCIATES LIMITED","09954151",2020-03-12,"3523408"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ELIXIR HEALTH (UK) LIMITED (05732451)","ELIXIR HEALTH (UK) LIMITED","05732451",2020-03-12,"3523443"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LJJ SERVICES LIMITED (05355574)","THE INSOLVENCY ACT 1986 AND THE COMPANIES ACT 1985","05355574",2020-03-12,"3523458"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RISK GOVERNANCE ADVISORY LIMITED (10257029)","RISK GOVERNANCE ADVISORY LTD","10257029",2020-03-12,"3523464"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COCOON VENTURES LIMITED (10463387)","COCOON VENTURES LIMITED","10463387",2020-03-12,"3523945"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AC BRICKWORK LIMITED (05063545)","AC BRICKWORK LIMITED","05063545",2020-03-12,"3524386"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BRIGHT JAKS LIMITED (06003923)","BRIGHT JAKS LIMITED","06003923",2020-03-12,"3524456"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROB MAY CONSULTING LIMITED (10093073)","ROB MAY CONSULTING LIMITED","10093073",2020-03-12,"3524467"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TIMEHART LIMITED (01419066)","TIMEHART LIMITED","01419066",2020-03-12,"3524473"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CALLIDUS STRATEGY LIMITED (10305611)","CALLIDUS STRATEGY LIMITED","10305611",2020-03-13,"3520401"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NEO CONSTRUCTIONS LTD (06516617)","NEO CONSTRUCTIONS LTD","06516617",2020-03-13,"3520404"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for USA HOLTON CHICKEN LIMITED (08774443)","USA HOLTON CHICKEN LIMITED","08774443",2020-03-13,"3520405"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EMH DESIGNS LTD (11736491)","EMH DESIGNS LTD","11736491",2020-03-13,"3520408"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SIMON TURNBULL PROJECT MANAGEMENT LIMITED (07371584)","SIMON TURNBULL PROJECT MANAGEMENT LIMITED","07371584",2020-03-13,"3520413"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CLEVER CONSULTING LIMITED (06971456)","CLEVER CONSULTING LIMITED","06971456",2020-03-13,"3520414"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BERKSHIRE DAIRY LIMITED (10818822)","BERKSHIRE DAIRY LIMITED","10818822",2020-03-13,"3520416"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CUBA-CLOTHING LTD (NI063926)","IN THE MATTER OF","063926",2020-03-13,"3521468"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    GROSVENOR SHIRTS LIMITED (NI034445)
                                 ","NOTICE OF RESOLUTION TO WIND UP PURSUANT TO ARTICLE 71(1) OF THE INSOLVENCY (NORTHERN
                                          IRELAND) ORDER 1989.","034445",2020-03-13,"3521473"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for IAN MACKAY WELDING & INSPECTION LIMITED (SC449975)","IAN MACKAY WELDING & INSPECTION LIMITED","449975",2020-03-13,"3521949"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MORNINGFIELD LIMITED (SC504314)","MORNINGFIELD LIMITED","504314",2020-03-13,"3521950"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SKYBLUE ANALYSIS LTD (SC447575)","SKYBLUE ANALYSIS LTD","447575",2020-03-13,"3521952"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RESOLVIT LTD (SC369879)","RESOLVIT LTD","369879",2020-03-13,"3521956"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for P2PM (ABERDEEN) SERVICES LIMITED (SC379421)","P2PM (ABERDEEN) SERVICES LIMITED","379421",2020-03-13,"3521957"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CRUICKSHANKS OF HUNTLY LTD. (SC259161)","CRUICKSHANKS OF HUNTLY LTD.","259161",2020-03-13,"3521961"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LEO WORKS LTD (SC612599)","LEO WORKS LTD","612599",2020-03-13,"3521965"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RIO LONGA CONSULTING UK LIMITED (SC590651)","RIO LONGA CONSULTING UK LIMITED","590651",2020-03-13,"3521971"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for I G HORN CONSULTING LIMITED (SC548656)","I G HORN CONSULTING LIMITED","548656",2020-03-13,"3521974"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EDWARDSON ENTERPRISES LTD (SC476572)","EDWARDSON ENTERPRISES LTD","476572",2020-03-13,"3521977"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TNH CIVIL ENGINEERING LIMITED (SC537995)","TNH CIVIL ENGINEERING LIMITED","537995",2020-03-13,"3521978"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DV OPS LTD (SC589023)","DV OPS LTD","589023",2020-03-13,"3521979"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COILLEMORE LTD (SC456121)","COILLEMORE LTD","456121",2020-03-13,"3521982"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TRITAN CONSULTANCY LIMITED (SC408532)","TRITAN CONSULTANCY LIMITED","408532",2020-03-13,"3521983"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COWFORD ESTATE LIMITED (SC391954)","COWFORD ESTATE LIMITED","391954",2020-03-13,"3521985"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CONROY INSPECTION SERVICES LIMITED (SC378391)","CONROY INSPECTION SERVICES LIMITED","378391",2020-03-13,"3521988"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KAIMRIG LTD (SC102631)","KAIMRIG LTD","102631",2020-03-13,"3521989"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DEESIDE INSTRUMENT ENGINEERING LTD (SC402439)","DEESIDE INSTRUMENT ENGINEERING LTD","402439",2020-03-13,"3521990"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AB HYDROGRAPHIC SURVEY SERVICES LTD (SC473485)","AB HYDROGRAPHIC SURVEY SERVICES LTD","473485",2020-03-13,"3521992"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DONNELLAN & MCKENZIE LTD. (SC313308)","DONNELLAN & MCKENZIE LTD.","313308",2020-03-13,"3521995"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ABERCROMBY CONSULTING LIMITED (SC435497)","ABERCROMBY CONSULTING LIMITED","435497",2020-03-13,"3522002"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MACBREN LTD. (SC390107)","MACBREN LTD.","390107",2020-03-13,"3522008"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OWENCOM LTD (SC510055)","OWENCOM LTD","510055",2020-03-13,"3522011"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COMMERCIAL SERVICES ABERDEEN LTD (SC568638)","COMMERCIAL SERVICES ABERDEEN LTD","568638",2020-03-13,"3522012"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MABERLY LIMITED (SC053154)","MABERLY LIMITED","053154",2020-03-13,"3522013"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SALTER PRODUCTION SERVICES LIMITED (SC473962)","SALTER PRODUCTION SERVICES LIMITED","473962",2020-03-13,"3522014"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CFC SUPPORT LIMITED (SC545521)","CFC SUPPORT LIMITED","545521",2020-03-13,"3522016"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PETROWEB SOLUTIONS LIMITED (SC212669)","PETROWEB SOLUTIONS LIMITED","212669",2020-03-13,"3522017"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BRUCE ROBERTSON EDUCATION LIMITED (SC386084)","BRUCE ROBERTSON EDUCATION LIMITED","386084",2020-03-13,"3522018"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SLM SAFETY SERVICES LTD (SC448817)","SLM SAFETY SERVICES LTD","448817",2020-03-13,"3522019"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CONSIDERED APPROACH LTD (SC445548)","CONSIDERED APPROACH LTD","445548",2020-03-13,"3522020"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KECE & COMPANY LIMITED (SC392962)","KECE & COMPANY LIMITED","392962",2020-03-13,"3522021"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PARADIGM INVESTMENT CONSULTING LTD. (SC309197)","PARADIGM INVESTMENT CONSULTING LTD.","309197",2020-03-13,"3522022"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AJM CONTRACTING LIMITED (SC323068)","AJM CONTRACTING LIMITED","323068",2020-03-13,"3522026"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ELITE DEVELOPMENTS (N.I) LIMITED
                                     (NI635073)
                                 ","
                                             ELITE DEVELOPMENTS (N.I) LIMITED","635073",2020-03-13,"3522164"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MCCONNELL HOLDINGS LIMITED (NI004963)","THE INSOLVENCY (NI) ORDER 1989","004963",2020-03-13,"3522168"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DWR PROPERTY INVESTMENT LIMITED (SC441329)","SECTION 85(1) INSOLVENCY ACT 1986","441329",2020-03-13,"3522711"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    TRIGON TOOLS LIMITED (SC188154)
                                 ","PRIVATE COMPANY LIMITED BY SHARES","188154",2020-03-13,"3522715"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CONCEPT LEISURE (MIDDLESBROUGH) LTD (09615177)","CONCEPT LEISURE (MIDDLESBROUGH) LTD","09615177",2020-03-13,"3525017"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BK & SM PATEL LIMITED (06707465)","BK & SM PATEL LIMITED","06707465",2020-03-13,"3525483"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FORESIGHT INVESTMENTS LIMITED (00450776)","FORESIGHT INVESTMENTS LIMITED","00450776",2020-03-13,"3525485"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DLJ TECHNOLOGY LTD (08880386)","DLJ TECHNOLOGY LTD","08880386",2020-03-13,"3525486"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 4TELL LIMITED (10102476)","4TELL LIMITED","10102476",2020-03-13,"3525490"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for INNZONE LIMITED (04535676)","INNZONE LIMITED","04535676",2020-03-13,"3525491"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BLUX LIMITED (09041132)","BLUX LIMITED","09041132",2020-03-13,"3525493"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KRAC VAMOOSE LIMITED (04098234)","KRAC VAMOOSE LIMITED","04098234",2020-03-13,"3525494"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DAVIS PLANNING CONSTRUCTION LIMITED (06375320)","DAVIS PLANNING CONSTRUCTION LIMITED","06375320",2020-03-13,"3525500"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for B M S (U.K.) INTERNATIONAL LIMITED (03575821)","B M S (U.K.) INTERNATIONAL LIMITED","03575821",2020-03-13,"3525501"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EASTERN CONTRACTORS (PLANT HIRE) LTD (06638866)","EASTERN CONTRACTORS (PLANT HIRE) LTD","06638866",2020-03-13,"3525504"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ANTHONY D. ROBERTS PRECISION PATTERNS LIMITED (01419243)","ANTHONY D. ROBERTS PRECISION PATTERNS LIMITED","01419243",2020-03-13,"3525505"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BUSINESS MOBILE AIRTIME LIMITED (08743848)","BUSINESS MOBILE AIRTIME LIMITED","08743848",2020-03-13,"3525511"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FRTY LIMITED (05552341)","FRTY LIMITED","05552341",2020-03-13,"3525513"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AZCUE FINANCIAL LIMITED (10336027)","AZCUE FINANCIAL LIMITED","10336027",2020-03-13,"3525516"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HPP SOLUTIONS LTD (07916132)","HPP SOLUTIONS LTD","07916132",2020-03-13,"3525517"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MATTHEW DUREZ LIMITED (06909806)","MATTHEW DUREZ LIMITED","06909806",2020-03-13,"3525520"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RULE & PARKER LTD (07131103)","RULE & PARKER LTD","07131103",2020-03-13,"3525525"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PLATINUM CARE HOMES LIMITED (04771791)","PLATINUM CARE HOMES LIMITED","04771791",2020-03-13,"3525527"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CIRCULAR MOTION LIMITED (07049618)","CIRCULAR MOTION LIMITED","07049618",2020-03-13,"3525528"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ZAROMA LTD (05110357)","ZAROMA LTD","05110357",2020-03-13,"3525532"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MANCHESTER DEV ONE LLP (OC346179)","MANCHESTER DEV ONE LLP","346179",2020-03-13,"3525533"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BL TRAVEL (YORKSHIRE) LTD (08855983)","BL TRAVEL (YORKSHIRE) LTD","08855983",2020-03-13,"3525536"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for D3-WATFORD LTD (11498432)","D3-WATFORD LTD","11498432",2020-03-13,"3525537"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KAAS (UK) SERVICES LIMITED (08584006)","KAAS (UK) SERVICES LIMITED","08584006",2020-03-13,"3525538"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for INSOLVENCY SQUARED LIMITED (09719073)","INSOLVENCY SQUARED LIMITED","09719073",2020-03-13,"3525549"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TANRY SOLUTIONS LIMITED (06906093)","TANRY SOLUTIONS LIMITED","06906093",2020-03-13,"3525555"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PAUL FENTON CONSULTANCY LTD (08232817)","PAUL FENTON CONSULTANCY LTD","08232817",2020-03-13,"3525556"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SHOL & STEPS LIMITED (10451385)","SHOL & STEPS LIMITED","10451385",2020-03-13,"3525560"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MOORHAVEN ASSOCIATES LIMITED (10346997)","MOORHAVEN ASSOCIATES LIMITED","10346997",2020-03-13,"3525561"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for INTALEKT HOLDINGS (NELSON) LTD (11311611)","INTALEKT HOLDINGS (NELSON) LTD","11311611",2020-03-13,"3525563"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GOLDMARX LIMITED (08812963)","GOLDMARX LIMITED","08812963",2020-03-13,"3525566"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RULE & PARKER GROUP LIMITED (04003591)","RULE & PARKER GROUP LIMITED","04003591",2020-03-13,"3525577"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MXCONNECT LTD (09986046)","MXCONNECT LTD","09986046",2020-03-13,"3525579"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 41/43 MADDOX ST. LIMITED (00668818)","41/43 MADDOX ST. LIMITED","00668818",2020-03-13,"3525581"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SPRIGHTLY LIMITED (09142340)","SPRIGHTLY LIMITED","09142340",2020-03-13,"3525582"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SPN SOLUTIONS LIMITED (08029245)","SPN SOLUTIONS LIMITED","08029245",2020-03-13,"3525583"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DNC ROOFING LIMITED (10195985)","DNC ROOFING LIMITED","10195985",2020-03-13,"3525588"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MUSSARA LTD (09570845)","MUSSARA LTD","09570845",2020-03-13,"3525592"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for QUADRANT CONSTRUCTION CONCEPTS LTD (10260563)","QUADRANT CONSTRUCTION CONCEPTS LTD","10260563",2020-03-13,"3525594"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GLEN CROFT BROOK LTD (08270627)","GLEN CROFT BROOK LTD","08270627",2020-03-13,"3525598"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CP REALISATIONS (2020) LIMITED (01916205)","CP REALISATIONS (2020) LIMITED","01916205",2020-03-13,"3525601"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ITCHY SCRATCHY PATCHY LTD (09795347)","ITCHY SCRATCHY PATCHY LTD","09795347",2020-03-13,"3525603"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for IMAGINATIVE BRANDING LIMITED (08673735)","IMAGINATIVE BRANDING LIMITED","08673735",2020-03-13,"3525605"
"Corporate Insolvency","Resolutions for Winding-up","Open Government Licence","AIRE VETERINARY CENTRE LTD","3525610",2020-03-13,"3525610"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SAM SNEADE EDITING LIMITED (03065465)","SAM SNEADE EDITING LIMITED","03065465",2020-03-13,"3525614"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FELTON SUBSEA LIMITED (08983518)","FELTON SUBSEA LIMITED","08983518",2020-03-13,"3525620"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AZ TESTING LIMITED (08896868)","AZ TESTING LIMITED","08896868",2020-03-13,"3525621"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BOHUN CONTEMPORARY ART LIMITED (05708718)","BOHUN CONTEMPORARY ART LIMITED","05708718",2020-03-13,"3525622"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LISA JONES CONSULTING LIMITED (10531276)","LISA JONES CONSULTING LIMITED","10531276",2020-03-13,"3525623"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PRIME SECURITY 24/7 LTD (08740918)","PRIME SECURITY 24/7 LTD","08740918",2020-03-13,"3525625"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NOTEBOOK CONSULTING LTD (09008224)","NOTEBOOK CONSULTING LTD","09008224",2020-03-13,"3525628"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PROSPERION CONSULTANCY LIMITED (10621321)","PROSPERION CONSULTANCY LIMITED","10621321",2020-03-13,"3525632"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for INSPIRED DEVELOPMENT SOLUTIONS LTD (05358483)","INSPIRED DEVELOPMENT SOLUTIONS LTD","05358483",2020-03-13,"3525634"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GREEN APPLE COMMUNICATIONS LTD (09699224)","GREEN APPLE COMMUNICATIONS LTD","09699224",2020-03-13,"3525636"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KARTEC LIMITED (04546224)","KARTEC LIMITED","04546224",2020-03-13,"3525637"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THA SOLUTIONS LIMITED (06328326)","THA SOLUTIONS LIMITED","06328326",2020-03-13,"3525641"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MARK SMYTH CONSULTANCY LIMITED (09499652)","MARK SMYTH CONSULTANCY LIMITED","09499652",2020-03-13,"3525645"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WINTERS & ASSOCIATES LIMITED (07572924)","WINTERS & ASSOCIATES LIMITED","07572924",2020-03-13,"3525650"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for H & P PROJECT CONSULTANCY LIMITED (09346896)","H & P PROJECT CONSULTANCY LIMITED","09346896",2020-03-13,"3525653"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NEW QUEBEC LIMITED (04162810)","NEW QUEBEC LIMITED","04162810",2020-03-13,"3525659"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROBERT LEE LIMITED (08029185)","ROBERT LEE LIMITED","08029185",2020-03-13,"3525668"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BIGONTRADING (UK) LTD (11221660)","BIGONTRADING (UK) LTD","11221660",2020-03-13,"3525670"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AR STRATEGIC CONSULTING LTD (07030045)","AR STRATEGIC CONSULTING LTD","07030045",2020-03-13,"3525673"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THE VEIN AND ARTERY CLINIC LIMITED (07047020)","THE VEIN AND ARTERY CLINIC LIMITED","07047020",2020-03-13,"3525676"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MAXIMA CONSULTING LTD (08811173)","MAXIMA CONSULTING LTD","08811173",2020-03-13,"3525678"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HEALTHYSPEND LIMITED (10398212)","HEALTHYSPEND LIMITED","10398212",2020-03-13,"3525684"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HJT (LONDON) LIMITED (06510237)","HJT (LONDON) LIMITED","06510237",2020-03-13,"3525685"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NAINZ CONSULTANCY LIMITED (08667832)","NAINZ CONSULTANCY LIMITED","08667832",2020-03-13,"3525687"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for INTEGRATE PROJECT MANAGEMENT LIMITED (06878751)","INTEGRATE PROJECT MANAGEMENT LIMITED","06878751",2020-03-13,"3525689"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MEATLOGIC LTD (11003700)","MEATLOGIC LTD","11003700",2020-03-13,"3525693"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FRAGRANT PEARL LIMITED (09821031)","FRAGRANT PEARL LIMITED","09821031",2020-03-13,"3525703"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FIRST FOR CHANGE LIMITED (09663168)","FIRST FOR CHANGE LIMITED","09663168",2020-03-13,"3525704"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PSM DEVELOPMENTS LIMITED (04337364)","PSM DEVELOPMENTS LIMITED","04337364",2020-03-13,"3525705"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for J.F. SPENCER & SON LIMITED (00393733)","J.F. SPENCER & SON LIMITED","00393733",2020-03-13,"3525706"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DUAL INTERIORS LIMITED (09642685)","DUAL INTERIORS LIMITED","09642685",2020-03-13,"3525708"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FOXHEAD LIMITED (02004187)","FOXHEAD LIMITED","02004187",2020-03-13,"3525709"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ESKAYCO LTD (06303472)","ESKAYCO LTD","06303472",2020-03-13,"3525715"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THE WELLINGTON WOMEN'S CLINIC 2020 LIMITED (05696176)","THE WELLINGTON WOMEN'S CLINIC 2020 LIMITED","05696176",2020-03-13,"3525718"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PROCESSIO LIMITED (08812202)","PROCESSIO LIMITED","08812202",2020-03-13,"3525719"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VABEL GPS LIMITED (09846071)","VABEL GPS LIMITED","09846071",2020-03-13,"3525720"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EGB GLOBAL BUSINESS LIMITED (08482457)","EGB GLOBAL BUSINESS LIMITED","08482457",2020-03-13,"3525722"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PRIMROSE HILL SECURITIES LIMITED (00916207)","PRIMROSE HILL SECURITIES LIMITED","00916207",2020-03-13,"3525725"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for J SAUNDERS & SONS LTD (03988904)","J SAUNDERS & SONS LTD","03988904",2020-03-13,"3525728"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ELECTROMODULES EXPORT LIMITED (01652990)","ELECTROMODULES EXPORT LIMITED","01652990",2020-03-13,"3525729"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HAMILTON TURNBERRY LTD (07987267)","HAMILTON TURNBERRY LTD","07987267",2020-03-13,"3525735"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CHAN'S TAKEAWAY 168 LTD (09738103)","CHAN'S TAKEAWAY 168 LTD","09738103",2020-03-13,"3525736"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PEPPY MARKETING LIMITED (11227738)","PEPPY MARKETING LIMITED","11227738",2020-03-13,"3525739"
