"Category","Notice_type","Notice_desc","Company_name","Company_number","Date","notice_id"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DEVISE CONSULTANTS LIMITED (08920665)","DEVISE CONSULTANTS LIMITED","8920665",2020-03-16,"3527996"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ORAC IT LIMITED (07635485)","ORAC IT LIMITED","7635485",2020-03-16,"3528000"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ATRIUM TECHNOLOGY LTD (10689595)","ATRIUM TECHNOLOGY LTD","10689595",2020-03-16,"3528463"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for APPRECIATE WORLDWIDE LTD (08871540)","APPRECIATE WORLDWIDE LTD","8871540",2020-03-16,"3528477"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PRINTFINE GROUP LIMITED (07163696)","PRINTFINE GROUP LIMITED","7163696",2020-03-16,"3528478"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BUSINESS CHANGE CONSULTING LIMITED (10882718)","BUSINESS CHANGE CONSULTING LIMITED","10882718",2020-03-17,"3526421"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SRINIVASAN UROLOGY LIMITED (08509722)","SRINIVASAN UROLOGY LIMITED","8509722",2020-03-17,"3526422"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HAMPTON HR LIMITED (05508994)","HAMPTON HR LIMITED","5508994",2020-03-17,"3526427"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VA ENTERPRISES LTD (06324294)","VA ENTERPRISES LTD","6324294",2020-03-17,"3526477"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WILD VIEW EVENTS LIMITED (10169653)","WILD VIEW EVENTS LIMITED","10169653",2020-03-17,"3526480"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ABC BASKETBALL LIMITED (11371694)","ABC BASKETBALL LIMITED","11371694",2020-03-17,"3526483"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DURK ENERGY SOLUTIONS LTD (07908302)","DURK ENERGY SOLUTIONS LTD","7908302",2020-03-17,"3526576"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JAB PROPERTIES LIMITED (08890303)","JAB PROPERTIES LIMITED","8890303",2020-03-17,"3526577"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JAMES BESPOKE JOINERY LTD (10263472)","JAMES BESPOKE JOINERY LTD","10263472",2020-03-17,"3526580"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BEACON HOUSE CARE HOME LTD (03195288)","BEACON HOUSE CARE HOME LTD","3195288",2020-03-17,"3526583"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for F & L MORRISON LIMITED (SC327726)","F & L MORRISON LIMITED","327726",2020-03-17,"3527373"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LITTLEBOY ASSOCIATES LTD (SC581006)","LITTLEBOY ASSOCIATES LTD","581006",2020-03-17,"3527374"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ESCARGOT LIMITED (SC392880)","ESCARGOT LIMITED","392880",2020-03-17,"3527375"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THE WOODHOUSE KIPPEN LTD. (SC400666)","THE WOODHOUSE KIPPEN LTD.","400666",2020-03-17,"3527378"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DLT MEEK LTD. (SC338035)","DLT MEEK LTD.","338035",2020-03-17,"3527380"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SUBSEA SPECIALISTS LIMITED (SC297990)","SUBSEA SPECIALISTS LIMITED","297990",2020-03-17,"3527382"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SUBSEA WELL INTERVENTION SERVICES LIMITED (SC390480)","SUBSEA WELL INTERVENTION SERVICES LIMITED","390480",2020-03-17,"3527385"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CANNA05 LIMITED (SC313940)","CANNA05 LIMITED","313940",2020-03-17,"3527389"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AMBERCOURT LIMITED (SC456886)","AMBERCOURT LIMITED","456886",2020-03-17,"3527391"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BURRELL PNEUMATICS LTD. (SC184496)","BURRELL PNEUMATICS LTD.","184496",2020-03-17,"3527398"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TULLIALLAN FARMS LIMITED (SC030945)","TULLIALLAN FARMS LIMITED","30945",2020-03-17,"3527402"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FERJANI LIMITED (SC487738)","FERJANI LIMITED","487738",2020-03-17,"3527406"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SMG PROJECT CONSULTANCY LTD (SC493583)","SMG PROJECT CONSULTANCY LTD","493583",2020-03-17,"3527409"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BRUCE MOTORS LIMITED (SC048368)","BRUCE MOTORS LIMITED","48368",2020-03-17,"3527410"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HOLLIS ENGINEERS LIMITED (SC377833)","HOLLIS ENGINEERS LIMITED","377833",2020-03-17,"3527412"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STEWART COOPER CONSULTING LIMITED (SC339556)","STEWART COOPER CONSULTING LIMITED","339556",2020-03-17,"3527413"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WOODLANDS FARM (LLAWHADEN) LIMITED (05020324)","WOODLANDS FARM (LLAWHADEN) LIMITED","5020324",2020-03-17,"3527900"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WESTERHOPE FLOORING LIMITED (10011269)","WESTERHOPE FLOORING LIMITED","10011269",2020-03-17,"3527905"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NEEGAR LTD (10327118)","NEEGAR LTD","10327118",2020-03-17,"3527913"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MI4 LIMITED (08527804)","MI4 LIMITED","8527804",2020-03-17,"3527920"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FLAGSTONE CASK AND GRILL LIMITED (07769290)","FLAGSTONE CASK AND GRILL LIMITED","7769290",2020-03-17,"3527922"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THE BIG BLUE FISH LIMITED (09737417)","THE BIG BLUE FISH LIMITED","9737417",2020-03-17,"3527927"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OAK & LIME (MK) LIMITED (09282278)","OAK & LIME (MK) LIMITED","9282278",2020-03-17,"3527928"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HAYLER SOLUTIONS LIMITED (07913035)","HAYLER SOLUTIONS LIMITED","7913035",2020-03-17,"3527932"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for INTELLIGENCE TRADING LIMITED (07431758)","INTELLIGENCE TRADING LIMITED","7431758",2020-03-17,"3527935"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PROVENANCE MATTERS LIMITED (09223702)","PROVENANCE MATTERS LIMITED","9223702",2020-03-17,"3527938"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ASHCROFT ESTATES LIMITED (02505528)","ASHCROFT ESTATES LIMITED","2505528",2020-03-17,"3528008"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FACERE LIMITED (06533274)","FACERE LIMITED","6533274",2020-03-17,"3528012"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GRADIENT CONSULTING SERVICES LTD (11019275)","GRADIENT CONSULTING SERVICES LTD","11019275",2020-03-17,"3528016"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VMONDO CONSULTING LIMITED (09850962)","VMONDO CONSULTING LIMITED","9850962",2020-03-17,"3528028"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GRIFFINBORDER LIMITED (01676827)","GRIFFINBORDER LIMITED","1676827",2020-03-17,"3528044"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BH CLINICAL SERVICES LIMITED (10371951)","BH CLINICAL SERVICES LIMITED","10371951",2020-03-17,"3528072"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LAWSON SERVICES LIMITED (04622837)","LAWSON SERVICES LIMITED","4622837",2020-03-17,"3528097"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BELLPARK LIMITED (08050265)","BELLPARK LIMITED","8050265",2020-03-17,"3528130"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EMERALD PLANT HIRE LIMITED (04721714)","EMERALD PLANT HIRE LIMITED","4721714",2020-03-17,"3528153"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CCIF (GERRARDS CROSS) LIMITED (05882694)","CCIF (GERRARDS CROSS) LIMITED","5882694",2020-03-17,"3528156"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MUNRO + WHITTEN LIMITED (04541055)","MUNRO + WHITTEN LIMITED","4541055",2020-03-17,"3528244"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for C JAMES SOLUTIONS LIMITED (09034564)","C JAMES SOLUTIONS LIMITED","9034564",2020-03-17,"3528246"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for J S DIAGNOSTICS LIMITED (07415071)","J S DIAGNOSTICS LIMITED","7415071",2020-03-17,"3528255"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DECELLIE LTD (08449471)","DECELLIE LTD","8449471",2020-03-17,"3528262"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TOPTOWN PRINTERS LIMITED (01104635)","TOPTOWN PRINTERS LIMITED","1104635",2020-03-17,"3528264"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SWINBURNE LIMITED (10896560)","SWINBURNE LIMITED","10896560",2020-03-17,"3528269"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CJS PROPERTY SERVICES LIMITED (03721371)","CJS PROPERTY SERVICES LIMITED","3721371",2020-03-17,"3528272"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SORKUM LIMITED (07986205)","SORKUM LIMITED","7986205",2020-03-17,"3528292"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for REWARD 4 WORK LIMITED (10331914)","REWARD 4 WORK LIMITED","10331914",2020-03-17,"3528299"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THE ELIXIR CAFE &  DELICATESSEN LTD (NI646519)","THE ELIXIR CAFE &  DELICATESSEN LTD","646519",2020-03-17,"3528302"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MSM REDDITCH LTD (10807489)","MSM REDDITCH LTD","10807489",2020-03-17,"3528311"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WOODBURY PARK DENTAL SURGERY LIMITED (07766000)","WOODBURY PARK DENTAL SURGERY LIMITED","7766000",2020-03-17,"3528314"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STUDIO U. BRAND AND COMMUNICATIONS LIMITED (09789168)","STUDIO U. BRAND AND COMMUNICATIONS LIMITED","9789168",2020-03-17,"3528317"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TAMBORINE PRODUCTIONS LIMITED  (02580780)","TAMBORINE PRODUCTIONS LIMITED ","2580780",2020-03-17,"3528322"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CUTLASS PRODUCTIONS LIMITED (07710337)","CUTLASS PRODUCTIONS LIMITED","7710337",2020-03-17,"3528325"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MGELECTRONICS LTD (06732737)","MGELECTRONICS LTD","6732737",2020-03-17,"3528330"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LIBER FACILITIES MANAGEMENT LTD (07869808)","LIBER FACILITIES MANAGEMENT LTD","7869808",2020-03-17,"3528333"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LY J C LIMITED (06919709)","LY J C LIMITED","6919709",2020-03-17,"3528349"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for U S L MANAGEMENT SERVICES LTD (06972362)","U S L MANAGEMENT SERVICES LTD","6972362",2020-03-17,"3528365"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PROUD PUBLISHING LIMITED (05562612)","PROUD PUBLISHING LIMITED","5562612",2020-03-17,"3528369"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for IYENGAR LIMITED (08896850)","IYENGAR LIMITED","8896850",2020-03-17,"3528371"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RK INC LIMITED (09543519)","RK INC LIMITED","9543519",2020-03-17,"3528375"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HAWLEY CONTROL SOLUTIONS LTD (05641214)","HAWLEY CONTROL SOLUTIONS LTD","5641214",2020-03-17,"3528383"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SAFESHARE LIMITED (05373546)","SAFESHARE LIMITED","5373546",2020-03-17,"3528416"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MAKER ASSOCIATES LTD (08668501)","MAKER ASSOCIATES LTD","8668501",2020-03-17,"3528425"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NICOLAS CONSULTANTS LIMITED (08375793)","NICOLAS CONSULTANTS LIMITED","8375793",2020-03-17,"3528432"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PAB UK CONSULTING LTD (06920375)","PAB UK CONSULTING LTD","6920375",2020-03-17,"3528482"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JDCGW CONSULTANCY LIMITED (08262931)","JDCGW CONSULTANCY LIMITED","8262931",2020-03-17,"3528509"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HELEK LIMITED (04520083)","HELEK LIMITED","4520083",2020-03-17,"3528514"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LIFETIME OPPORTUNITY LIMITED (06957733)","LIFETIME OPPORTUNITY LIMITED","6957733",2020-03-17,"3528517"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KAVE LIGHTING LIMITED (02206992)","KAVE LIGHTING LIMITED","2206992",2020-03-17,"3528520"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ARC FIDUCIARY LIMITED (08804322)","ARC FIDUCIARY LIMITED","8804322",2020-03-17,"3528527"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OBLIX CONSULTANCY LIMITED (09145530)","OBLIX CONSULTANCY LIMITED","9145530",2020-03-17,"3528531"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROBLEW CONSULTANCY LIMITED (10059387)","ROBLEW CONSULTANCY LIMITED","10059387",2020-03-17,"3528534"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CIAO SICILY LIMITED (10752108)","CIAO SICILY LIMITED","10752108",2020-03-17,"3528538"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for R & H HOLDINGS LIMITED (06962041)","R & H HOLDINGS LIMITED","6962041",2020-03-17,"3528555"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PI CUBED CONSULTING LIMITED (08596251)","PI CUBED CONSULTING LIMITED","8596251",2020-03-17,"3528674"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for K B SECURITY & TRAINING LTD (09957744)","K B SECURITY & TRAINING LTD","9957744",2020-03-17,"3528694"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CARDALES UK LIMITED (03678499)","CARDALES UK LIMITED","3678499",2020-03-17,"3528700"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COLCO LIMITED
                                     (03200534)
                                 ","(PURSUANT TO SECTIONS 282 AND 283 OF THE COMPANIES ACT 2006 AND SECTION 84(1) OF THE
                                          INSOLVENCY ACT 1986)","3200534",2020-03-17,"3528703"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for INQUISIT CONSULTING LIMITED (10033109)","INQUISIT CONSULTING LIMITED","10033109",2020-03-17,"3528704"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    BERKELY-DE VERE COMPUTERS LIMITED  (02466740)
                                 ","(PURSUANT TO SECTIONS 282 AND 283 OF THE COMPANIES ACT 2006 AND SECTION 84(1) OF THE
                                          INSOLVENCY ACT 1986)","2466740",2020-03-17,"3528706"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    POLA JONES LIMITED (07553069)
                                 ","(PURSUANT TO SECTIONS 282 AND 283 OF THE COMPANIES ACT 2006 AND SECTION 84(1) OF THE
                                          INSOLVENCY ACT 1986)","7553069",2020-03-17,"3528707"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CAN IT LTD  (08923305)","CAN IT LTD","8923305",2020-03-17,"3528709"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LEADERWORK CONSULTING LIMITED
                                     (07861615)
                                 ","LEADERWORK CONSULTING LIMITED","7861615",2020-03-17,"3528710"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    VERMILION ASSOCIATES (UK) LIMITED (09196115)
                                 ","VERMILION ASSOCIATES (UK) LIMITED","9196115",2020-03-17,"3528711"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CURIOUS IMPACT LIMITED 
                                     (08449276)
                                 ","(PURSUANT TO SECTIONS 282 AND 283 OF THE COMPANIES ACT 2006 AND SECTION 84(1) OF THE
                                          INSOLVENCY ACT 1986)","8449276",2020-03-17,"3528713"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ORLA DUNNE CONSULTING LTD 
                                     (07848877)
                                 ","(PURSUANT TO SECTIONS 282 AND 283 OF THE COMPANIES ACT 2006 AND SECTION 84(1) OF THE
                                          INSOLVENCY ACT 1986)","7848877",2020-03-17,"3528716"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HRGAP LIMITED
                                     (06308066)
                                 ","HRGAP LIMITED","6308066",2020-03-17,"3528718"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    L.A. WALPOLE LIMITED (01226511)
                                 ","L. A. WALPOLE LIMITED","1226511",2020-03-17,"3528719"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    LAGAN MARKETING LIMITED  (09182914)
                                 ","LAGAN MARKETING LIMITED","9182914",2020-03-17,"3528721"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HOBHARDS LIMITED
                                     (08388301)
                                 ","HOBHARDS LIMITED","8388301",2020-03-17,"3528724"
"Corporate Insolvency","Resolutions for Winding-up","Open Government Licence","9X CONSULTING LTD","8862425",2020-03-17,"3528727"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    CONSULT15 LIMITED  (09832879)
                                 ","CONSULT15 LIMITED","9832879",2020-03-17,"3528728"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DNL ENGINEERING SOLUTIONS LTD (10951853)","DNL ENGINEERING SOLUTIONS LTD","10951853",2020-03-17,"3529227"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HELEN CLARK ART LIMITED  (10769590)","HELEN CLARK ART LIMITED ","10769590",2020-03-17,"3529440"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WHITAKER HORTON LIMITED (03883678)","WHITAKER HORTON LIMITED","3883678",2020-03-17,"3529443"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GRABKING LIMITED (10685091)","GRABKING LIMITED","10685091",2020-03-17,"3529447"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROK'S (MANUFACTURING JEWELLERS) LIMITED (01279760)","ROK'S (MANUFACTURING JEWELLERS) LIMITED","1279760",2020-03-17,"3529450"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SPACE ROCK LTD. (08254973)","SPACE ROCK LTD.","8254973",2020-03-17,"3529453"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PERFORMANCE MANAGEMENT PRACTITIONERS LTD (09827931)","PERFORMANCE MANAGEMENT PRACTITIONERS LTD","9827931",2020-03-17,"3529454"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MAX CONTRACTORS LIMITED (06393638)","MAX CONTRACTORS LIMITED","6393638",2020-03-17,"3529459"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PROPHARM LIMITED (02754258)","PROPHARM LIMITED","2754258",2020-03-17,"3529461"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TULIP MEDICAL CONSULTANTS LTD (06725618)","TULIP MEDICAL CONSULTANTS LTD","6725618",2020-03-17,"3529465"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for C&M LOGISTICS (NW) LTD (11608937)","C&M LOGISTICS (NW) LTD","11608937",2020-03-17,"3529469"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ATI ELECTRICAL SERVICES LTD (10381790)","ATI ELECTRICAL SERVICES LTD","10381790",2020-03-17,"3529473"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MARBLEMARKS LTD (06961001)","MARBLEMARKS LTD","6961001",2020-03-17,"3529476"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RED HELIX CONSULTING LIMITED (07848071)","RED HELIX CONSULTING LIMITED","7848071",2020-03-17,"3529479"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NEELA LIMITED (04544529)","NEELA LIMITED","4544529",2020-03-17,"3529482"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JG ACCOUNTING SERVICES LTD (08707032)","JG ACCOUNTING SERVICES LTD","8707032",2020-03-17,"3529485"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JOHN LANE (PERSONAL & COMMERCIAL) LIMITED (01821682)","JOHN LANE (PERSONAL & COMMERCIAL) LIMITED","1821682",2020-03-17,"3529490"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JOHN LANE (INSURANCE CONSULTANTS) LIMITED (01879860)","JOHN LANE (INSURANCE CONSULTANTS) LIMITED","1879860",2020-03-17,"3529493"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for R & B WHALLEY (PLANT HIRE) LIMITED (01663650)","R & B WHALLEY (PLANT HIRE) LIMITED","1663650",2020-03-17,"3529497"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    ANDERSON BELL LIMITED  (06886589)
                                 ","ANDERSON BELL LIMITED","6886589",2020-03-17,"3529503"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    VIRTUAL STORAGE MANAGEMENT LTD  (07336915)
                                 ","VIRTUAL STORAGE MANAGEMENT LTD","7336915",2020-03-17,"3529504"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    LINK ENTERPRISES LIMITED  (02692608)
                                 ","LINK ENTERPRISES LIMITED","2692608",2020-03-17,"3529505"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    GOPAGOCA LTD  (10719127)
                                 ","GOPAGOCA LTD","10719127",2020-03-17,"3529506"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    MILKY WAY CONSULTANTS LTD  (10711823)
                                 ","MILKY WAY CONSULTANTS LTD","10711823",2020-03-17,"3529507"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SLB SURVEYING LTD
                                     (08547318)
                                 ","SLB SURVEYING LTD","8547318",2020-03-17,"3529508"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LAKEMOUNT PROPERTIES LIMITED (02327061)","LAKEMOUNT PROPERTIES LIMITED","2327061",2020-03-17,"3529540"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MATINI TECHNOLOGY LIMITED (05260643)","MATINI TECHNOLOGY LIMITED","5260643",2020-03-17,"3529872"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for INDENG CONSULTANCY LIMITED (10731116)","INDENG CONSULTANCY LIMITED","10731116",2020-03-17,"3529896"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AMT HEALTH & SOCIAL CARE SERVICES LTD (10690964)","AMT HEALTH & SOCIAL CARE SERVICES LTD","10690964",2020-03-17,"3529909"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LONG NECK LTD (09157099)","LONG NECK LTD","9157099",2020-03-17,"3529911"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WEST COUNTRY RETAIL BAKERS LIMITED (06777738)","WEST COUNTRY RETAIL BAKERS LIMITED","6777738",2020-03-17,"3529916"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JAN JUC LTD (10485623)","JAN JUC LTD","10485623",2020-03-17,"3529919"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PRYMOS LIMITED (08019150)","PRYMOS LIMITED","8019150",2020-03-17,"3529930"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JB007 LTD (06194209)","JB007 LTD","6194209",2020-03-17,"3529935"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for W P L DESIGN & MANAGEMENT LIMITED (03208281)","W P L DESIGN & MANAGEMENT LIMITED","3208281",2020-03-17,"3529936"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LANCRO PROPERTIES LIMITED (02784339)","LANCRO PROPERTIES LIMITED","2784339",2020-03-17,"3529940"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DCQT LIMITED (11533149)","DCQT LIMITED","11533149",2020-03-17,"3529941"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BATHWESTON RESIDENTIAL LIMITED (08506707)","BATHWESTON RESIDENTIAL LIMITED","8506707",2020-03-17,"3529942"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 3 BOX LIMITED (09609387)","3 BOX LIMITED","9609387",2020-03-17,"3529946"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JL CONTRACTING LIMITED (06347509)","JL CONTRACTING LIMITED","6347509",2020-03-17,"3529958"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BLUSTORM SOLUTIONS LTD (08979332)","BLUSTORM SOLUTIONS LTD","8979332",2020-03-17,"3529962"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DR ANTHONY R HALPERIN LIMITED (07374437)","DR ANTHONY R HALPERIN LIMITED","7374437",2020-03-17,"3529964"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LONDON CITY DUCTWORK LTD (10889445)","LONDON CITY DUCTWORK LTD","10889445",2020-03-17,"3529968"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RAVENHALL PROJECTS LTD (09180719)","RAVENHALL PROJECTS LTD","9180719",2020-03-17,"3529970"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TITHEBARN LEISURE LIMITED (11325915)","TITHEBARN LEISURE LIMITED","11325915",2020-03-17,"3529976"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ELIOT PARK LIMITED (09846031)","ELIOT PARK LIMITED","9846031",2020-03-17,"3529977"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for R P S M CONSTRUCTION LTD (10717083)","R P S M CONSTRUCTION LTD","10717083",2020-03-17,"3529982"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HARLAND SIMON UPS LIMITED (03623394)","HARLAND SIMON UPS LIMITED","3623394",2020-03-17,"3529987"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SEOXAR SOFTWARE SOLUTIONS LTD (07698935)","SEOXAR SOFTWARE SOLUTIONS LTD","7698935",2020-03-17,"3529991"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THISTLEWOOD CONSULTING LTD. (07978472)","THISTLEWOOD CONSULTING LTD.","7978472",2020-03-17,"3529994"
