"Category","Notice_type","Notice_desc","Company_name","Company_number","Date","notice_id"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for D'BRAS CONSULTING LIMITED (11478132)","D'BRAS CONSULTING LIMITED","11478132",2020-03-13,"3525898"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HEJ LTD (10514593)","HEJ LTD","10514593",2020-03-13,"3525899"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for QEL HOLDINGS LIMITED (12219727)","QEL HOLDINGS LIMITED","12219727",2020-03-13,"3525905"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LMCGILL SOFTWARE LIMITED (07577975)","LMCGILL SOFTWARE LIMITED","7577975",2020-03-13,"3525906"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ANGEL QA LTD (10826239)","ANGEL QA LTD","10826239",2020-03-13,"3525909"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KDM DEVELOPMENTS LIMITED (10868659)","KDM DEVELOPMENTS LIMITED","10868659",2020-03-13,"3525910"
"Corporate Insolvency","Resolutions for Winding-up","Open Government Licence","ASLR LIMITED","10385254",2020-03-13,"3525912"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AMRL LIMITED (09106360)","AMRL LIMITED","9106360",2020-03-13,"3525915"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EQUAL PAY LEGAL LTD (08310241)","EQUAL PAY LEGAL LTD","8310241",2020-03-13,"3525917"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HAWK COMMUNICATIONS AND BUSINESS SERVICES LIMITED (04884511)","HAWK COMMUNICATIONS AND BUSINESS SERVICES LIMITED","4884511",2020-03-13,"3525922"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SRB MEDIA LTD (10211726)","SRB MEDIA LTD","10211726",2020-03-13,"3525924"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FRONT EVENTS LIMITED (08419468)","FRONT EVENTS LIMITED","8419468",2020-03-13,"3525926"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HYSOLV ANIMAL HEALTH UK LIMITED (09373876)","HYSOLV ANIMAL HEALTH UK LIMITED","9373876",2020-03-13,"3525930"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ANZELMO LTD (10085985)","ANZELMO LTD","10085985",2020-03-13,"3525931"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COLTON GARNER LIMITED (07636661)","COLTON GARNER LIMITED","7636661",2020-03-13,"3525937"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for J & N FRYING SERVICES LTD (09451514)","J & N FRYING SERVICES LTD","9451514",2020-03-13,"3525938"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AVIATION CHARTER LIMITED (09985497)","AVIATION CHARTER LIMITED","9985497",2020-03-13,"3525939"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MUNRO ACOUSTIC DESIGN LIMITED (04459413)","MUNRO ACOUSTIC DESIGN LIMITED","4459413",2020-03-13,"3525940"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PUTNEY AUTOS LIMITED (04606048)","PUTNEY AUTOS LIMITED","4606048",2020-03-13,"3525942"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AGS CONTRACTING LIMITED (09385099)","AGS CONTRACTING LIMITED","9385099",2020-03-13,"3525944"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BLACKLAW LIMITED (SC229733)","SECTION 85(1) INSOLVENCY ACT 1986","229733",2020-03-13,"3525954"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    MOIR MANAGEMENT LTD (SC542262)
                                 ","
                                             MOIR MANAGEMENT LTD","542262",2020-03-13,"3525956"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    	
                                    COLEMAN BROTHERS (CAR SALES) LIMITED (SC071035)
                                 ","
                                             	
                                             COLEMAN BROTHERS (CAR SALES) LIMITED","71035",2020-03-13,"3525965"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    WILLOW TEAROOMS LIMITED (SC150642)
                                 ","
                                             WILLOW TEAROOMS LIMITED","150642",2020-03-13,"3525971"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    BANKS SUBSEA LIMITED (SC365092)
                                 ","
                                             BANKS SUBSEA LIMITED","365092",2020-03-13,"3525974"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    ACCUMIX CONCRETE INVERNESS LIMITED
                                     (SC300562)
                                 ","INSOLVENCY ACT 1986","300562",2020-03-13,"3525978"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    COSTELLO DRILLING & CONSULTING LIMITED
                                     (SC358291)
                                 ","INSOLVENCY ACT 1986","358291",2020-03-13,"3525980"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ALAGOLD INVESTMENTS LIMITED
                                     (NI030250)
                                 ","INSOLVENCY (NI) ORDER 1989","30250",2020-03-13,"3526076"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    T.P. TOPPING & COMPANY LIMITED (NI002996)
                                 ","THE INSOLVENCY (NI) ORDER 1989","2996",2020-03-13,"3526082"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    
                                    CALAMITY LIMITED (NI625810)
                                 ","
                                             
                                             CALAMITY LIMITED","625810",2020-03-13,"3526097"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ATHERTON PROPERTY INVESTMENT LIMITED (09894462)","ATHERTON PROPERTY INVESTMENT LIMITED","9894462",2020-03-13,"3526159"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ELKON LIMITED (06688937)","ELKON LIMITED","6688937",2020-03-13,"3526161"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AMAZE-MANAGEMENT LIMITED (09195956)","AMAZE-MANAGEMENT LIMITED","9195956",2020-03-13,"3526164"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MR PROPERTY INVESTMENTS LTD (07764599)","MR PROPERTY INVESTMENTS LTD","7764599",2020-03-13,"3526167"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for M C CONSULTANCY LIMITED (09949487)","M C CONSULTANCY LIMITED","9949487",2020-03-13,"3526170"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MCCARRON PLANT HIRE CONTRACTS LIMITED (01115891)","MCCARRON PLANT HIRE CONTRACTS LIMITED","1115891",2020-03-13,"3526175"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SOVEREIGN LIGHT CONSULTING LIMITED (09927869)","SOVEREIGN LIGHT CONSULTING LIMITED","9927869",2020-03-13,"3526180"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RAILTHOUGHT LIMITED (08104266)","RAILTHOUGHT LIMITED","8104266",2020-03-13,"3526182"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CONTRACT SERVICES NW LIMITED (10844069)","CONTRACT SERVICES NW LIMITED","10844069",2020-03-13,"3526186"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ATLANTIC LOGISTICS LTD (08706930)","ATLANTIC LOGISTICS LTD","8706930",2020-03-13,"3526189"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LES ENFANTS SOFTWARE LIMITED (03876840)","LES ENFANTS SOFTWARE LIMITED","3876840",2020-03-13,"3526191"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BUDGET BARGAINS LTD (07722681)","BUDGET BARGAINS LTD","7722681",2020-03-13,"3526192"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for D.A.B. BUILDERS AND CONSTRUCTION SERVICES LIMITED (05592825)","D.A.B. BUILDERS AND CONSTRUCTION SERVICES LIMITED","5592825",2020-03-13,"3526196"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for YELLOW DOG AVIATION LTD (08602938)","YELLOW DOG AVIATION LTD","8602938",2020-03-13,"3526199"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BEDDALL ELECTRICAL SERVICES LTD (09808454)","BEDDALL ELECTRICAL SERVICES LTD","9808454",2020-03-13,"3526201"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SAMARPAN CONSULTING LTD (10337066)","SAMARPAN CONSULTING LTD","10337066",2020-03-13,"3526203"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 3P BI SOLUTIONS LTD (08180355)","3P BI SOLUTIONS LTD","8180355",2020-03-13,"3526207"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GARHEMA LIMITED (07283926)","GARHEMA LIMITED","7283926",2020-03-13,"3526210"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WILTSHIRE FARM FOODS WATFORD LIMITED (07125806)","WILTSHIRE FARM FOODS WATFORD LIMITED","7125806",2020-03-13,"3526212"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PEVEREL ENGINEERING DESIGN LTD (05968493)","PEVEREL ENGINEERING DESIGN LTD","5968493",2020-03-13,"3526216"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JSAN LIMITED  (08228438)","JSAN LIMITED ","8228438",2020-03-13,"3526217"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KOPERNIKUS CONSULTING LIMITED (04342662)","KOPERNIKUS CONSULTING LIMITED","4342662",2020-03-13,"3526224"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SILVERSTREAM SCOTLAND CONSULTING LIMITED (SC587647)","SILVERSTREAM SCOTLAND CONSULTING LIMITED","587647",2020-03-13,"3526225"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MARTIN BRIGGS (NI) LIMITED  (NI044687)","MARTIN BRIGGS (NI) LIMITED ","44687",2020-03-13,"3526231"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SOUTHERN INSULATION (KENT) LTD 
                                     (04033909)
                                 ","
                                             SOUTHERN INSULATION (KENT) LIMITED","4033909",2020-03-13,"3526263"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OMNI CORPORATE TRAVEL LIMITED (02682833)","OMNI CORPORATE TRAVEL LIMITED","2682833",2020-03-13,"3526386"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SJBR CONSULTANTS LIMITED (SC489388)","SJBR CONSULTANTS LIMITED","489388",2020-03-13,"3526419"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CAUDWELL PROPERTIES (105) LTD (06837894)","CAUDWELL PROPERTIES (105) LTD","6837894",2020-03-13,"3526475"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for QUALIS TECHNOLOGY LTD (11171952)","QUALIS TECHNOLOGY LTD","11171952",2020-03-13,"3526486"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SIX FOUR VISION LIMITED (07200677)","SIX FOUR VISION LIMITED","7200677",2020-03-13,"3526531"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for IACUITY LIMITED (08135651)","IACUITY LIMITED","8135651",2020-03-13,"3526534"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PRESTIGE WINDOWS, DOORS & CONSERVATORIES LIMITED (06742390)","PRESTIGE WINDOWS, DOORS & CONSERVATORIES LIMITED","6742390",2020-03-13,"3526571"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for G FM CONTRACTS LTD (09775016)","G FM CONTRACTS LTD","9775016",2020-03-13,"3526611"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for R.K.LUCAS CONSULTANCY LIMITED (05270977)","R.K.LUCAS CONSULTANCY LIMITED","5270977",2020-03-13,"3526612"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LEYZAN DEVELOPMENTS LTD (07333580)","LEYZAN DEVELOPMENTS LTD","7333580",2020-03-13,"3526613"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SCHOOLWEAR (MIDLANDS) LIMITED (05645496)","SCHOOLWEAR (MIDLANDS) LIMITED","5645496",2020-03-13,"3526614"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for O’CONNOR CONSULTING SERVICES LIMITED (05374725)","O’CONNOR CONSULTING SERVICES LIMITED","5374725",2020-03-13,"3526617"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ORANGESTONE DEVELOPMENTS LIMITED (09140902)","ORANGESTONE DEVELOPMENTS LIMITED","9140902",2020-03-13,"3526623"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COZEE HOMES EQUESTRIAN BUILDINGS LIMITED (07095874)","INSOLVENCY ACT 1986","7095874",2020-03-13,"3526637"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PRO-TRI BIKES LTD (11458192)","PRO-TRI BIKES LTD","11458192",2020-03-13,"3526648"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LABELS4 LIMITED (03110668)","LABELS4 LIMITED","3110668",2020-03-13,"3526718"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WORLD SKI & TRAVEL LIMITED (05009745)","WORLD SKI & TRAVEL LIMITED","5009745",2020-03-13,"3526760"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LOGIC IT CONSULTING LTD (08060371)","LOGIC IT CONSULTING LTD","8060371",2020-03-13,"3526791"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SULHAM PROJECT SERVICES LIMITED (09847827)","SULHAM PROJECT SERVICES LIMITED","9847827",2020-03-13,"3526836"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BASKERVILLE ASSOCIATES LIMITED (09744856)","BASKERVILLE ASSOCIATES LIMITED","9744856",2020-03-13,"3526841"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PANDA INSULATION LIMITED (02157424)","PANDA INSULATION LIMITED","2157424",2020-03-13,"3526848"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LAURA BARNETT PUBLIC RELATIONS LIMITED (07530844)","LAURA BARNETT PUBLIC RELATIONS LIMITED","7530844",2020-03-13,"3526855"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for INTEGRO CONSULTING LIMITED (09016392)","INTEGRO CONSULTING LIMITED","9016392",2020-03-13,"3526890"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FISHERBRIDGE LIMITED (03837987)","FISHERBRIDGE LIMITED","3837987",2020-03-13,"3527331"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DARBOURNE PROPERTIES LIMITED (01077986)","DARBOURNE PROPERTIES LIMITED","1077986",2020-03-13,"3527336"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TEAM PEREZ LTD 
                                     (08001213)
                                 ","SPECIAL AND ORDINARY RESOLUTIONS","8001213",2020-03-13,"3527337"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SPOTLIGHT ORTHOPAEDICS LIMITED
                                     (08714181)
                                 ","SPOTLIGHT ORTHOPAEDICS LIMITED","8714181",2020-03-13,"3527338"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JKI CONSULTANCY LIMITED
                                     (07595173)
                                 ","JKI CONSULTANCY LIMITED","7595173",2020-03-13,"3527339"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    GRAHAM BROWNING LIMITED  (07775825)
                                 ","GRAHAM BROWNING LIMITED","7775825",2020-03-13,"3527340"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ABBEY EDUCATION LTD
                                     (08542682)
                                 ","ABBEY EDUCATION LTD","8542682",2020-03-13,"3527341"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    BROADWAY MEWS PROPERTIES LIMITED (10099118)
                                 ","BROADWAY MEWS PROPERTIES LIMITED","10099118",2020-03-13,"3527342"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    JSS CONSULTING LIMITED (10432367)
                                 ","JSS CONSULTING LIMITED","10432367",2020-03-13,"3527356"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LIBERTY NETWORK CONSULTANCY LIMITED
                                     (03148868)
                                 ","LIBERTY NETWORK CONSULTANCY LIMITED","3148868",2020-03-13,"3527357"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CREDIT RISK SYSTEM DESIGN SOLUTIONS LIMITED
                                     (07568210)
                                 ","CREDIT RISK SYSTEM DESIGN SOLUTIONS LIMITED","7568210",2020-03-13,"3527358"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    ABC ANALYTICS LTD (08557598)
                                 ","ABC ANALYTICS LTD","8557598",2020-03-13,"3527359"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    TRAVIAX LIMITED  (10447641)
                                 ","TRAVIAX LIMITED","10447641",2020-03-13,"3527360"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RISHI RAJ INFOTECH LIMITED (08739796)","RISHI RAJ INFOTECH LIMITED","8739796",2020-03-13,"3527361"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    VITAL SYSTEMS LTD  (10524186)
                                 ","VITAL SYSTEMS LTD","10524186",2020-03-13,"3527417"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    PHARE LIMITED (10667954)
                                 ","SPECIAL AND ORDINARY RESOLUTIONS","10667954",2020-03-13,"3527418"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FORUM HOMES LIMITED  (02619558)","FORUM HOMES LIMITED","2619558",2020-03-13,"3527419"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    LOGISYL LTD (07522724)
                                 ","LOGISYL LTD","7522724",2020-03-13,"3527420"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    ELIXIR FINANCIAL SERVICES LIMITED (06569991)
                                 ","ELIXIR FINANCIAL SERVICES LIMITED","6569991",2020-03-13,"3527421"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VPA2Y LTD (11258436)","VPA2Y LTD","11258436",2020-03-14,"3526754"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for UNI FASHION WORLD LTD (11983409)","UNI FASHION WORLD LTD","11983409",2020-03-14,"3526763"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FIRST NEW FASHION LIMITED (11990678)","FIRST NEW FASHION LIMITED","11990678",2020-03-14,"3526765"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for Q ARMS WARWICK LTD (12073060)","Q ARMS WARWICK LTD","12073060",2020-03-14,"3526768"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DYNATEK ENGINEERING LTD (05242855)","DYNATEK ENGINEERING LTD","5242855",2020-03-16,"3526414"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CALLFORT LTD (05919018)","CALLFORT LTD","5919018",2020-03-16,"3527432"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ARCADIUM ENTERPRISE LTD (08588885)","ARCADIUM ENTERPRISE LTD","8588885",2020-03-16,"3527437"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LANGFORD BALL ASSOCIATES LIMITED (06085659)","LANGFORD BALL ASSOCIATES LIMITED","6085659",2020-03-16,"3527441"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BORONIA AGENCIES LIMITED (11553501)","BORONIA AGENCIES LIMITED","11553501",2020-03-16,"3527445"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PROTIME LIMITED (09793533)","PROTIME LIMITED","9793533",2020-03-16,"3527447"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OMNI TREASURY SERVICE LTD (08196506)","OMNI TREASURY SERVICE LTD","8196506",2020-03-16,"3527450"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WESTGATE LEISURE SERVICES LIMITED (02813998)","WESTGATE LEISURE SERVICES LIMITED","2813998",2020-03-16,"3527451"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EPHEMERE HOLDINGS LIMITED (12441870)","EPHEMERE HOLDINGS LIMITED","12441870",2020-03-16,"3527456"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KCM BUSINESS CONSULTANTS LIMITED (09288066)","KCM BUSINESS CONSULTANTS LIMITED","9288066",2020-03-16,"3527461"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SOLUTION CENTRE LIMITED (02805850)","SOLUTION CENTRE LIMITED","2805850",2020-03-16,"3527462"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DYNAMIC TRADE UK LIMITED (11213836)","DYNAMIC TRADE UK LIMITED","11213836",2020-03-16,"3527466"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FREER RESOURCES LIMITED (07759017)","FREER RESOURCES LIMITED","7759017",2020-03-16,"3527468"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SHEMO LTD (06401366)","SHEMO LTD","6401366",2020-03-16,"3527475"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ALEXIS ERP PAYER SERVICES LTD (10402534)","ALEXIS ERP PAYER SERVICES LTD","10402534",2020-03-16,"3527479"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WESTBOURNE 5 LIMITED (11098033)","WESTBOURNE 5 LIMITED","11098033",2020-03-16,"3527482"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GALEOTES LIMITED (05731292)","GALEOTES LIMITED","5731292",2020-03-16,"3527485"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MXM DIGITAL LTD (10576126)","MXM DIGITAL LTD","10576126",2020-03-16,"3527491"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SHARPLES LIMITED (03800924)","SHARPLES LIMITED","3800924",2020-03-16,"3527492"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ED PEPPERALL QC LIMITED (09556576)","ED PEPPERALL QC LIMITED","9556576",2020-03-16,"3527506"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THE BREADBASKET (TEESSIDE) LIMITED (08709212)","THE BREADBASKET (TEESSIDE) LIMITED","8709212",2020-03-16,"3527508"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ECUREUIL COMPUTING LIMITED (11021597)","ECUREUIL COMPUTING LIMITED","11021597",2020-03-16,"3527510"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JJ DBC LTD (06835143)","JJ DBC LTD","6835143",2020-03-16,"3527514"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ORIGINAL DEVELOPMENTS LIMITED (07748960)","ORIGINAL DEVELOPMENTS LIMITED","7748960",2020-03-16,"3527517"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PREMIER HANK DYERS LIMITED (04313607)","PREMIER HANK DYERS LIMITED","4313607",2020-03-16,"3527522"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LOCAL CARPETS NORTH WEST LIMITED (10410013)","LOCAL CARPETS NORTH WEST LIMITED","10410013",2020-03-16,"3527527"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RL TECHNICAL SOLUTIONS LTD (09209273)","RL TECHNICAL SOLUTIONS LTD","9209273",2020-03-16,"3527537"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CB INFORMATION SYSTEMS LIMITED (06710336)","CB INFORMATION SYSTEMS LIMITED","6710336",2020-03-16,"3527540"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PROSORT LIMITED (03517076)","PROSORT LIMITED","3517076",2020-03-16,"3527543"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for C & C MECHANICAL SERVICES LIMITED (05026645)","C & C MECHANICAL SERVICES LIMITED","5026645",2020-03-16,"3527544"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SANDRA MEDINA LIMITED (10094496)","SANDRA MEDINA LIMITED","10094496",2020-03-16,"3527545"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RB MANAGEMENT CONSULTANCY LIMITED (09912196)","RB MANAGEMENT CONSULTANCY LIMITED","9912196",2020-03-16,"3527549"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JAMES BRIDGE STEEL SERVICES LIMITED (01705763)","JAMES BRIDGE STEEL SERVICES LIMITED","1705763",2020-03-16,"3527554"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MARTIN REPROGRAPHICS LIMITED (00966966)","MARTIN REPROGRAPHICS LIMITED","966966",2020-03-16,"3527556"
